Year;Mes;Continent;Country_name;Code_target_class;Desc_target_class;ProblemasQC;Author_processed;Code_attack_class
2017;1;América;Estados Unidos de América;R;Arts entertainment and recreation;False;Desconocido;CC
2017;1;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;1;Europa;Reino Unido;J;Information and communication;False;Desconocido;CC
2017;1;Asia;India;Q;Human health and social work activities;False;Conocido;CC
2017;1;América;Estados Unidos de América;R;Arts entertainment and recreation;False;Desconocido;CC
2017;1;Desconocido;Desconocido;G;Wholesale and retail trade;False;Conocido;CC
2017;1;América;Estados Unidos de América;J;Information and communication;False;Conocido;CC
2017;1;Europa;Reino Unido;K;Financial and insurance activities;False;Desconocido;CC
2017;1;Asia;Arabia Saudita;Y;Multiple Industries;False;Desconocido;CW
2017;1;América;Brasil;Z;Unknown;False;Desconocido;CC
2017;1;América;Estados Unidos de América;I;Accommodation and food service activities;False;Desconocido;CC
2017;1;América;Estados Unidos de América;N;Administrative and support service activities;False;Desconocido;CC
2017;1;Europa;Reino Unido;J;Information and communication;False;Conocido;CE
2017;1;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;1;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;1;Asia;China;J;Information and communication;False;Desconocido;CC
2017;1;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2017;1;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2017;1;Asia;India;J;Information and communication;False;Conocido;CC
2017;1;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;1;Europa;Suecia;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2017;1;Asia;Hong kong;K;Financial and insurance activities;False;Desconocido;CC
2017;1;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;1;América;Estados Unidos de América;R;Arts entertainment and recreation;False;Desconocido;CC
2017;1;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;1;International;International;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2017;1;Australia y Oceanía;Australia;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;1;América;Estados Unidos de América;C;Manufacturing;False;Desconocido;CC
2017;1;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2017;1;Europa;Austria;I;Accommodation and food service activities;False;Desconocido;CC
2017;1;América;Estados Unidos de América;R;Arts entertainment and recreation;False;Conocido;CC
2017;1;International;International;J;Information and communication;False;Desconocido;CC
2017;1;Europa;Polonia;O;Public administration and defence, compulsory social security;False;Conocido;CE
2017;1;Europa;República Checa;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2017;1;International;International;O;Public administration and defence, compulsory social security;False;Conocido;CE
2017;1;Europa;Polonia;R;Arts entertainment and recreation;False;Desconocido;CC
2017;1;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;1;International;International;R;Arts entertainment and recreation;False;Desconocido;CC
2017;1;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2017;2;América;Brasil;K;Financial and insurance activities;False;Desconocido;CC
2017;2;International;International;C;Manufacturing;False;Conocido;CE
2017;2;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;2;Europa;Noruega;O;Public administration and defence, compulsory social security;False;Conocido;CE
2017;2;Europa;Reino Unido;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;2;Desconocido;Desconocido;J;Information and communication;False;Desconocido;H
2017;2;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;2;América;Estados Unidos de América;J;Information and communication;False;Conocido;CC
2017;2;Europa;Reino Unido;R;Arts entertainment and recreation;False;Desconocido;CC
2017;2;International;International;X;Individual;False;Conocido;CC
2017;2;Europa;Irlanda;M;Professional scientific and technical activities;False;Desconocido;CC
2017;2;América;Estados Unidos de América;N;Administrative and support service activities;False;Desconocido;H
2017;2;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2017;2;International;International;X;Individual;False;Conocido;CC
2017;2;América;Estados Unidos de América;C;Manufacturing;False;Desconocido;CC
2017;2;International;International;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2017;2;Europa;Reino Unido;Q;Human health and social work activities;False;Conocido;H
2017;2;Europa;Austria;O;Public administration and defence, compulsory social security;False;Conocido;H
2017;2;Europa;Irlanda;O;Public administration and defence, compulsory social security;False;Desconocido;H
2017;2;Australia y Oceanía;Australia;X;Individual;False;Desconocido;CC
2017;2;América;Canadá;G;Wholesale and retail trade;False;Desconocido;CC
2017;2;International;International;Y;Multiple Industries;False;Desconocido;CC
2017;2;Europa;Reino Unido;G;Wholesale and retail trade;False;Desconocido;CC
2017;2;Europa;Reino Unido;J;Information and communication;False;Desconocido;CC
2017;2;América;Estados Unidos de América;J;Information and communication;False;Conocido;CC
2017;2;América;Estados Unidos de América;C;Manufacturing;False;Desconocido;CC
2017;2;América;Estados Unidos de América;I;Accommodation and food service activities;False;Desconocido;CC
2017;2;Asia;India;K;Financial and insurance activities;False;Desconocido;CC
2017;2;América;Canadá;G;Wholesale and retail trade;False;Desconocido;CC
2017;2;Asia;Taiwán;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2017;2;Europa;Italia;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2017;2;Asia;India;C;Manufacturing;False;Desconocido;CE
2017;2;América;México;Q;Human health and social work activities;False;Desconocido;CE
2017;2;Europa;Reino Unido;O;Public administration and defence, compulsory social security;False;Desconocido;CW
2017;2;International;International;K;Financial and insurance activities;False;Conocido;CC
2017;2;Europa;Francia;X;Individual;False;Desconocido;CW
2017;2;International;International;X;Individual;False;Desconocido;CE
2017;2;Asia;China;R;Arts entertainment and recreation;False;Desconocido;CC
2017;2;International;International;X;Individual;False;Conocido;CE
2017;2;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2017;2;América;Estados Unidos de América;M;Professional scientific and technical activities;False;Desconocido;CC
2017;2;Europa;Ucrania;O;Public administration and defence, compulsory social security;False;Conocido;CW
2017;2;International;International;Y;Multiple Industries;False;Conocido;CC
2017;2;América;Canadá;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;2;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;2;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;2;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CE
2017;2;Asia;Arabia Saudita;Y;Multiple Industries;False;Desconocido;CC
2017;2;Asia;Israel;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2017;2;Desconocido;Desconocido;X;Individual;False;Desconocido;CE
2017;2;Desconocido;Desconocido;V;Fintech;False;Desconocido;CC
2017;2;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;2;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2017;2;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2017;2;América;Estados Unidos de América;N;Administrative and support service activities;False;Conocido;CC
2017;2;Asia;Corea del Sur;H;Transportation and storage;False;Conocido;H
2017;2;América;Estados Unidos de América;G;Wholesale and retail trade;False;Desconocido;CC
2017;2;International;International;Y;Multiple Industries;False;Desconocido;CE
2017;2;Desconocido;Desconocido;V;Fintech;False;Desconocido;CC
2017;2;América;Estados Unidos de América;R;Arts entertainment and recreation;False;Conocido;CC
2017;2;Europa;Montenegro;O;Public administration and defence, compulsory social security;False;Desconocido;CW
2017;2;International;International;K;Financial and insurance activities;False;Conocido;CC
2017;2;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;2;Asia;Corea del Sur;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2017;2;América;Estados Unidos de América;C;Manufacturing;False;Desconocido;CC
2017;2;International;International;Y;Multiple Industries;False;Desconocido;CC
2017;2;International;International;Y;Multiple Industries;False;Desconocido;CC
2017;2;América;Estados Unidos de América;I;Accommodation and food service activities;False;Desconocido;CC
2017;2;Europa;Reino Unido;Y;Multiple Industries;False;Conocido;CC
2017;2;Europa;Luxemburgo;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;2;Europa;Ucrania;O;Public administration and defence, compulsory social security;False;Conocido;CE
2017;2;International;International;J;Information and communication;False;Conocido;CC
2017;2;Asia;Japón;Y;Multiple Industries;False;Desconocido;CE
2017;2;América;Estados Unidos de América;I;Accommodation and food service activities;False;Desconocido;CC
2017;2;Asia;Singapur;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2017;2;América;Estados Unidos de América;G;Wholesale and retail trade;False;Desconocido;CC
2017;3;International;International;X;Individual;False;Desconocido;CC
2017;3;Europa;Reino Unido;I;Accommodation and food service activities;False;Desconocido;CC
2017;3;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;3;Asia;Corea del Sur;G;Wholesale and retail trade;False;Desconocido;CC
2017;3;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2017;3;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;3;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;3;América;México;S;Other service activities;False;Desconocido;CC
2017;3;América;Estados Unidos de América;N;Administrative and support service activities;False;Desconocido;CC
2017;3;International;International;Y;Multiple Industries;False;Desconocido;CC
2017;3;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;3;América;Estados Unidos de América;K;Financial and insurance activities;False;Desconocido;CC
2017;3;International;International;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;3;Asia;Japón;K;Financial and insurance activities;False;Desconocido;CC
2017;3;Australia y Oceanía;Australia;P;Education;False;Desconocido;CC
2017;3;Asia;Taiwán;C;Manufacturing;False;Desconocido;CC
2017;3;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2017;3;Europa;Países Bajos;Y;Multiple Industries;False;Desconocido;H
2017;3;Europa;Dinamarca;X;Individual;False;Desconocido;CC
2017;3;América;Estados Unidos de América;R;Arts entertainment and recreation;False;Conocido;H
2017;3;Europa;Reino Unido;Q;Human health and social work activities;False;Desconocido;CC
2017;3;International;International;X;Individual;False;Desconocido;CC
2017;3;América;Canadá;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;3;Asia;Turquía;Y;Multiple Industries;False;Desconocido;CC
2017;3;International;International;J;Information and communication;False;Desconocido;CC
2017;3;América;Estados Unidos de América;E;Water supply, sewerage waste management, and remediation activities;False;Desconocido;CC
2017;3;América;Estados Unidos de América;N;Administrative and support service activities;False;Desconocido;CC
2017;3;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2017;3;International;International;X;Individual;False;Desconocido;CC
2017;3;International;International;Y;Multiple Industries;False;Desconocido;CC
2017;3;América;Brasil;R;Arts entertainment and recreation;False;Desconocido;H
2017;3;América;Estados Unidos de América;M;Professional scientific and technical activities;False;Desconocido;CC
2017;3;América;Estados Unidos de América;K;Financial and insurance activities;False;Desconocido;CC
2017;3;África;Kenia;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;3;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;3;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;3;International;International;X;Individual;False;Desconocido;CC
2017;3;Europa;Rusia;K;Financial and insurance activities;False;Desconocido;CC
2017;3;International;International;Y;Multiple Industries;False;Desconocido;CE
2017;3;Asia;China;X;Individual;False;Desconocido;CC
2017;3;América;Estados Unidos de América;N;Administrative and support service activities;False;Desconocido;CC
2017;3;International;International;O;Public administration and defence, compulsory social security;False;Conocido;CE
2017;3;Europa;Reino Unido;X;Individual;False;Desconocido;CC
2017;3;América;Estados Unidos de América;J;Information and communication;False;Conocido;CC
2017;3;Asia;Arabia Saudita;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2017;3;International;International;X;Individual;False;Desconocido;CC
2017;3;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;3;América;Estados Unidos de América;S;Other service activities;False;Desconocido;CC
2017;3;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;3;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2017;3;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;3;International;International;J;Information and communication;False;Conocido;CC
2017;3;International;International;V;Fintech;False;Desconocido;CC
2017;3;International;International;X;Individual;False;Desconocido;CC
2017;3;International;International;X;Individual;False;Desconocido;CE
2017;3;Europa;Países Bajos;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;3;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;3;Europa;Alemania;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2017;3;América;Estados Unidos de América;R;Arts entertainment and recreation;False;Desconocido;CC
2017;3;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;3;International;International;X;Individual;False;Desconocido;CC
2017;3;Desconocido;Desconocido;J;Information and communication;False;Desconocido;CE
2017;3;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2017;3;América;Canadá;I;Accommodation and food service activities;False;Desconocido;CC
2017;3;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;4;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2017;4;International;International;X;Individual;False;Desconocido;CC
2017;4;Desconocido;Desconocido;Z;Unknown;False;Desconocido;CE
2017;4;Europa;Alemania;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2017;4;Desconocido;Desconocido;U;Activities of extraterritorial organizations and bodies;False;Conocido;CE
2017;4;International;International;X;Individual;False;Conocido;H
2017;4;Asia;Corea del Sur;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2017;4;International;International;X;Individual;False;Desconocido;CE
2017;4;International;International;S;Other service activities;False;Conocido;CE
2017;4;International;International;K;Financial and insurance activities;False;Desconocido;CC
2017;4;América;Brasil;K;Financial and insurance activities;False;Desconocido;CC
2017;4;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2017;4;International;International;O;Public administration and defence, compulsory social security;False;Conocido;CE
2017;4;Desconocido;Desconocido;X;Individual;False;Desconocido;H
2017;4;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;4;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2017;4;International;International;X;Individual;False;Desconocido;CC
2017;4;International;International;Y;Multiple Industries;False;Desconocido;CE
2017;4;International;International;X;Individual;False;Desconocido;CC
2017;4;International;International;X;Individual;False;Desconocido;CC
2017;4;América;Estados Unidos de América;G;Wholesale and retail trade;False;Desconocido;CC
2017;4;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;4;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;4;International;International;Y;Multiple Industries;False;Desconocido;CE
2017;4;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Conocido;CC
2017;4;Europa;Reino Unido;K;Financial and insurance activities;False;Desconocido;CC
2017;4;International;International;X;Individual;False;Desconocido;CC
2017;4;International;International;O;Public administration and defence, compulsory social security;False;Conocido;CE
2017;4;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2017;4;Asia;India;K;Financial and insurance activities;False;Conocido;CC
2017;4;Europa;Reino Unido;P;Education;False;Desconocido;CC
2017;4;International;International;Y;Multiple Industries;False;Conocido;CE
2017;4;International;International;X;Individual;False;Desconocido;CC
2017;4;Australia y Oceanía;Australia;J;Information and communication;False;Desconocido;CC
2017;4;International;International;X;Individual;False;Conocido;CC
2017;4;América;Estados Unidos de América;I;Accommodation and food service activities;False;Desconocido;CC
2017;4;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Conocido;CE
2017;4;Europa;Reino Unido;N;Administrative and support service activities;False;Desconocido;CC
2017;4;International;International;X;Individual;False;Desconocido;CC
2017;4;Asia;China;J;Information and communication;False;Desconocido;CC
2017;4;América;Estados Unidos de América;J;Information and communication;False;Conocido;CC
2017;4;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;4;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2017;4;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;4;América;Estados Unidos de América;C;Manufacturing;False;Desconocido;CC
2017;4;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2017;4;International;International;X;Individual;False;Desconocido;CC
2017;4;América;Estados Unidos de América;R;Arts entertainment and recreation;False;Desconocido;CC
2017;4;Asia;Corea del Norte;O;Public administration and defence, compulsory social security;False;Conocido;CW
2017;4;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2017;4;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;4;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;4;América;Estados Unidos de América;X;Individual;False;Desconocido;CC
2017;4;Asia;Corea del Sur;V;Fintech;False;Desconocido;CC
2017;4;América;Estados Unidos de América;K;Financial and insurance activities;False;Conocido;CC
2017;4;Europa;Reino Unido;P;Education;False;Conocido;CC
2017;4;Europa;Dinamarca;O;Public administration and defence, compulsory social security;False;Conocido;CE
2017;4;International;International;Y;Multiple Industries;False;Desconocido;CC
2017;4;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2017;4;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;4;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2017;4;América;Estados Unidos de América;I;Accommodation and food service activities;False;Desconocido;CC
2017;4;Europa;Alemania;N;Administrative and support service activities;False;Conocido;CE
2017;4;Europa;Francia;X;Individual;False;Conocido;CE
2017;4;Asia;China;R;Arts entertainment and recreation;False;Desconocido;CC
2017;4;Asia;Japón;Y;Multiple Industries;False;Desconocido;CE
2017;4;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2017;4;Desconocido;Desconocido;S;Other service activities;False;Conocido;H
2017;4;International;International;X;Individual;False;Desconocido;CC
2017;4;Asia;Israel;O;Public administration and defence, compulsory social security;False;Conocido;CC
2017;4;América;Estados Unidos de América;C;Manufacturing;False;Desconocido;CC
2017;4;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;4;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;4;International;International;Y;Multiple Industries;False;Desconocido;CE
2017;4;International;International;X;Individual;False;Desconocido;CC
2017;4;International;International;X;Individual;False;Desconocido;CC
2017;4;América;Estados Unidos de América;R;Arts entertainment and recreation;False;Conocido;CC
2017;4;América;Estados Unidos de América;J;Information and communication;False;Conocido;CC
2017;4;Europa;Reino Unido;K;Financial and insurance activities;False;Desconocido;CC
2017;4;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2017;4;Europa;Lituania;Q;Human health and social work activities;False;Conocido;CC
2017;4;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2017;4;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;4;América;Estados Unidos de América;C;Manufacturing;False;Desconocido;CC
2017;4;América;Estados Unidos de América;M;Professional scientific and technical activities;False;Desconocido;CC
2017;5;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2017;5;Europa;Francia;S;Other service activities;False;Desconocido;CC
2017;5;International;International;X;Individual;False;Desconocido;CC
2017;5;Europa;Reino Unido;K;Financial and insurance activities;False;Desconocido;CC
2017;5;América;Estados Unidos de América;I;Accommodation and food service activities;False;Desconocido;CC
2017;5;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;5;Australia y Oceanía;Nueva Zelanda;P;Education;False;Desconocido;CC
2017;5;International;International;X;Individual;False;Desconocido;CC
2017;5;Europa;Alemania;X;Individual;False;Desconocido;CC
2017;5;International;International;X;Individual;False;Conocido;CE
2017;5;International;International;Y;Multiple Industries;False;Desconocido;CE
2017;5;América;Estados Unidos de América;Q;Human health and social work activities;False;Conocido;CC
2017;5;América;Estados Unidos de América;P;Education;False;Conocido;CC
2017;5;América;Estados Unidos de América;Q;Human health and social work activities;False;Conocido;CC
2017;5;International;International;Y;Multiple Industries;False;Desconocido;CE
2017;5;América;Estados Unidos de América;X;Individual;False;Desconocido;CC
2017;5;Europa;Reino Unido;G;Wholesale and retail trade;False;Desconocido;CC
2017;5;Europa;Francia;N;Administrative and support service activities;False;Desconocido;CC
2017;5;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;5;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;5;International;International;Y;Multiple Industries;False;Desconocido;CE
2017;5;Europa;Francia;X;Individual;False;Desconocido;CC
2017;5;International;International;Y;Multiple Industries;False;Desconocido;CC
2017;5;Desconocido;Desconocido;Z;Unknown;False;Desconocido;CE
2017;5;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2017;5;International;International;Y;Multiple Industries;False;Conocido;CE
2017;5;Europa;Ucrania;O;Public administration and defence, compulsory social security;False;Conocido;CW
2017;5;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2017;5;International;International;Y;Multiple Industries;False;Desconocido;CC
2017;5;Asia;Singapur;P;Education;False;Desconocido;CE
2017;5;América;Estados Unidos de América;C;Manufacturing;False;Desconocido;CC
2017;5;International;International;Y;Multiple Industries;False;Desconocido;CE
2017;5;International;International;Y;Multiple Industries;False;Conocido;CE
2017;5;América;Canadá;J;Information and communication;False;Desconocido;CC
2017;5;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2017;5;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2017;5;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;5;International;International;D;Electricity gas steam and air conditioning supply;False;Conocido;CW
2017;5;Europa;Reino Unido;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2017;5;Asia;India;J;Information and communication;False;Conocido;CC
2017;5;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2017;5;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2017;5;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2017;5;América;Estados Unidos de América;R;Arts entertainment and recreation;False;Desconocido;CC
2017;5;América;Estados Unidos de América;K;Financial and insurance activities;False;Desconocido;CC
2017;5;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;5;Australia y Oceanía;Australia;P;Education;False;Desconocido;CC
2017;5;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2017;5;International;International;X;Individual;False;Desconocido;CC
2017;5;International;International;X;Individual;False;Desconocido;CC
2017;5;Asia;Qatar;J;Information and communication;False;Desconocido;CC
2017;5;International;International;X;Individual;False;Conocido;CE
2017;5;International;International;X;Individual;False;Desconocido;CC
2017;5;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;5;International;International;X;Individual;False;Desconocido;CC
2017;5;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2017;5;América;Estados Unidos de América;N;Administrative and support service activities;False;Desconocido;CE
2017;5;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2017;5;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2017;5;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;5;Europa;Reino Unido;G;Wholesale and retail trade;False;Desconocido;CC
2017;5;Australia y Oceanía;Australia;K;Financial and insurance activities;False;Desconocido;CC
2017;5;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2017;5;América;Estados Unidos de América;G;Wholesale and retail trade;False;Desconocido;CC
2017;5;Australia y Oceanía;Australia;J;Information and communication;False;Desconocido;CC
2017;5;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;5;América;Estados Unidos de América;N;Administrative and support service activities;False;Desconocido;CC
2017;6;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2017;6;International;International;X;Individual;False;Desconocido;CC
